station,week,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,y
17,28,1910,12,11,7,10,16,6,11,9,3,5,3,6,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8
17,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,31,2011,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5.2
17,32,1961,0,0,1,2,0,2,0,1,3,9,5,5,5,10,3,2,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,97.8
17,33,1995,0,0,0,0,1,0,0,0,2,0,2,0,1,2,2,6,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,49.6
17,35,2004,0,0,0,0,0,0,0,0,0,2,1,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
17,36,1992,1,2,0,0,0,0,0,0,0,3,2,1,0,2,4,2,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,104.4
17,37,1993,1,0,0,0,0,0,0,0,1,1,0,2,0,1,3,2,2,0,0,2,0,2,1,0,3,0,1,0,1,0,0,0,0,19.4
17,38,1967,0,1,1,2,0,2,1,0,2,3,7,5,4,4,3,3,1,2,1,2,0,2,0,1,0,0,2,0,0,0,0,0,0,54.2
17,39,2006,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
17,41,1977,0,0,0,0,3,0,0,0,1,5,3,3,3,3,2,2,0,2,0,2,0,0,2,3,0,1,3,0,0,0,0,1,0,34.4
17,44,1981,0,0,0,0,0,0,0,2,1,1,1,1,5,2,10,2,3,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,59.8
17,45,1916,0,0,0,2,2,0,4,2,3,5,3,8,12,6,5,8,5,6,5,2,1,3,1,3,1,6,4,1,0,1,0,0,1,186.8
17,46,1924,2,0,0,1,2,1,2,0,0,5,9,4,4,4,7,12,10,5,5,4,3,3,0,1,0,2,6,0,0,0,0,0,0,187.4
17,47,1976,1,0,0,2,2,1,3,1,3,4,4,2,1,3,3,1,1,2,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,32.0
17,48,1954,0,3,2,1,1,2,1,3,5,13,4,5,3,8,2,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20.2
17,49,1974,0,0,0,0,1,3,0,5,1,0,2,1,1,5,3,8,3,1,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,37.6
17,50,1872,0,0,4,1,0,1,1,4,8,9,8,12,16,13,11,10,4,6,7,5,3,3,4,3,2,2,1,1,2,1,2,0,0,232.6
17,51,1999,0,0,2,2,0,2,0,1,0,0,0,0,0,3,1,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,52.8
18,13,1980,0,0,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6
18,15,1983,0,0,0,0,1,1,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.6
18,16,1971,0,0,0,0,0,1,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109.2
18,17,1951,0,0,0,0,1,2,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6
18,18,1986,0,0,0,0,0,3,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.8
18,19,1970,0,0,0,0,1,3,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0
18,20,1991,0,0,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
18,21,1973,0,0,0,0,0,2,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4
18,22,1964,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4
18,23,2003,0,0,0,0,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6
18,24,1974,0,0,0,0,0,2,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0
18,26,1999,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8
18,28,1947,0,0,0,0,0,12,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.8
18,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,31,2007,0,1,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6
18,32,1997,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
18,33,1984,0,0,0,0,0,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.2
18,35,2012,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
18,36,2012,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
18,37,1980,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,87.4
18,38,1969,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8
18,39,1998,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2
18,41,1974,0,0,0,0,1,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4
18,44,1977,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6
18,45,1968,0,0,0,0,0,0,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,98.2
18,46,1985,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4
18,47,1982,0,0,0,0,0,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.8
18,48,1979,0,0,0,0,0,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
18,49,2011,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
18,50,1978,0,0,0,0,0,3,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,68.8
18,51,2006,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8
19,13,1918,8,12,7,18,9,19,8,10,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6
19,15,1920,2,8,1,5,4,6,1,5,6,1,11,4,1,6,6,4,5,0,3,2,2,1,7,0,2,2,1,0,0,0,0,0,0,94.6
19,16,1854,3,1,7,11,10,14,8,19,12,14,16,11,10,5,1,1,3,3,1,0,2,1,0,3,5,1,0,0,0,0,0,0,0,77.2
19,17,1932,5,11,4,14,9,6,7,6,3,3,4,0,5,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.4
19,18,1971,3,0,2,3,4,3,4,4,8,2,1,1,0,0,2,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,53.0
19,19,1983,1,0,2,3,0,3,2,4,4,1,1,1,1,1,0,1,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,30.6
19,20,1931,6,5,4,8,6,11,7,4,4,4,6,0,2,3,5,4,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21.2
19,21,1846,6,12,14,8,10,13,15,15,8,8,1,5,2,6,12,7,3,3,1,1,2,0,6,2,3,6,1,0,0,0,0,0,0,97.4
19,22,1844,12,5,5,5,10,8,8,15,9,15,13,16,9,15,7,7,2,0,0,0,1,1,0,0,2,3,2,2,0,0,0,0,0,86.4
19,23,1994,2,3,2,0,0,1,0,3,4,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6
19,24,1904,4,1,5,4,8,5,6,11,3,10,9,7,5,5,2,6,3,0,0,2,0,2,0,2,2,7,0,3,0,0,0,0,0,98.0
19,26,1930,5,8,9,7,2,5,5,4,9,6,8,4,3,1,4,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,23.8
19,28,1863,2,19,14,21,7,7,9,4,11,9,6,10,4,5,2,7,2,2,0,1,1,1,0,1,0,4,4,0,0,0,0,0,0,87.2
19,29,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,31,1978,11,6,4,1,0,4,1,2,2,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0
19,32,1880,8,7,11,12,8,14,11,6,5,5,6,5,2,1,6,4,2,1,5,2,4,0,4,0,0,3,0,3,1,0,0,0,0,91.5
19,33,1867,11,11,5,10,8,9,14,12,11,12,6,11,8,8,2,2,1,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,28.5
19,35,1980,10,13,2,2,2,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
19,36,1892,9,10,13,8,7,9,9,4,6,5,10,5,0,4,4,2,2,5,2,0,0,0,2,2,3,1,0,2,0,0,0,0,0,51.6
19,37,1900,10,9,9,11,9,8,5,3,11,7,4,3,7,1,6,5,3,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,21.0
19,38,1845,13,8,23,5,12,9,13,14,7,10,13,12,8,4,8,3,0,0,0,0,0,5,1,1,1,1,0,0,0,0,0,0,0,42.4
19,39,1887,5,6,9,10,10,8,8,10,8,5,7,1,5,1,1,4,2,5,2,0,2,0,2,8,6,1,1,0,2,0,0,0,0,80.2
19,41,1861,7,5,3,8,4,6,4,8,17,9,14,8,11,9,12,5,4,3,0,0,4,0,3,2,3,3,1,2,0,0,0,0,0,68.6
19,44,1845,4,8,16,11,14,10,10,12,15,8,11,6,8,5,5,3,2,4,1,1,5,1,4,0,3,1,1,0,2,0,0,0,0,77.8
19,45,1683,14,7,18,20,26,13,23,19,17,24,29,17,22,15,13,5,4,1,4,1,4,5,7,5,6,5,5,3,1,0,0,0,0,150.6
19,46,1837,9,4,13,4,13,9,7,7,11,9,5,7,12,3,7,10,4,4,4,3,6,4,6,6,6,2,1,0,1,2,0,0,0,99.4
19,47,1904,9,4,18,7,10,8,5,5,4,11,7,4,5,2,5,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,35.8
19,48,1896,2,7,7,9,15,11,14,16,10,8,7,7,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
19,49,1909,14,5,5,6,12,8,5,7,9,5,6,4,1,5,1,1,0,3,0,2,0,2,1,2,2,1,0,0,0,0,0,0,0,42.4
19,50,1826,9,25,4,8,11,19,13,6,15,18,9,7,5,5,4,6,3,1,3,2,8,1,1,2,2,2,0,1,0,0,0,0,0,85.2
19,51,1947,0,4,6,3,2,4,4,9,1,3,1,6,2,5,0,6,0,1,3,1,2,1,0,4,0,1,0,0,0,0,0,0,0,32.4
20,13,1922,8,1,7,10,11,9,12,9,2,5,9,1,1,2,1,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,47.6
20,15,1915,5,3,4,4,8,2,6,3,5,3,9,7,7,11,5,1,0,1,2,1,0,1,5,0,4,1,3,0,0,0,0,0,0,70.2
20,16,1900,0,0,7,3,7,8,7,12,10,4,3,5,15,6,6,4,3,0,1,4,5,2,0,1,3,0,0,0,0,0,0,0,0,108.6
20,17,1940,3,1,1,2,6,1,4,4,4,2,3,1,2,4,4,4,3,0,3,1,3,4,2,4,2,5,1,2,0,0,0,0,0,98.2
20,18,1997,0,5,2,1,2,0,3,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2
20,19,1958,5,6,3,10,9,6,3,3,1,1,1,4,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,18.0
20,20,1947,2,3,2,6,5,5,3,6,8,10,2,7,3,0,2,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,56.6
20,21,1838,11,1,3,6,8,15,10,15,11,12,14,14,8,5,9,7,4,3,0,2,1,4,7,3,1,4,0,0,0,0,0,0,0,120.6
20,22,1904,1,4,2,5,6,9,7,6,12,10,10,12,4,7,5,3,4,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,91.5
20,23,1997,0,0,0,0,2,0,0,2,0,1,4,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,33.6
20,24,1932,1,0,6,4,5,3,11,10,3,3,3,2,2,7,3,7,0,0,0,4,0,0,2,3,1,0,2,0,0,2,0,0,0,98.0
20,26,1986,2,2,2,0,2,1,2,2,0,2,3,2,1,1,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8
20,28,1879,6,3,9,13,7,11,17,10,7,7,11,9,11,6,2,2,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,87.2
20,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
20,31,1999,2,0,0,0,0,0,2,8,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
20,32,1934,8,5,1,2,2,3,5,7,4,4,4,5,0,2,3,1,1,2,1,3,5,2,4,2,3,3,0,0,0,0,0,0,0,61.8
20,33,1908,2,1,2,3,8,4,2,3,5,10,11,10,8,8,5,3,5,2,0,3,2,5,1,3,1,0,1,0,0,0,0,0,0,82.8
20,35,2005,0,1,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.4
20,36,1957,1,0,2,0,1,2,2,2,1,3,1,0,1,1,3,1,6,5,1,1,5,2,2,4,6,2,3,1,0,0,0,0,0,63.4
20,37,1937,0,1,0,1,1,2,2,3,6,2,4,5,6,9,5,0,8,1,4,1,1,1,6,3,3,0,2,2,0,0,0,0,0,69.6
20,38,1917,4,3,1,4,1,3,7,14,7,6,7,4,8,7,4,5,5,1,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,49.4
20,39,1954,4,1,2,2,1,2,3,3,1,5,4,3,3,8,2,2,3,3,0,3,1,0,2,0,2,0,0,2,0,0,0,0,0,63.4
20,41,1925,1,2,0,5,2,6,7,8,12,6,2,7,10,5,3,1,2,1,0,0,1,0,1,0,0,8,0,1,0,0,0,0,0,49.8
20,44,1917,1,1,3,4,3,4,6,3,4,9,7,5,7,8,6,3,4,3,3,6,2,4,1,0,1,0,1,0,0,0,0,0,0,69.8
20,45,1808,0,4,1,7,10,6,7,23,3,12,9,5,27,8,22,10,5,5,3,4,3,6,9,5,7,6,0,1,0,0,0,0,0,139.8
20,46,1938,0,4,3,3,3,1,2,2,2,7,3,8,4,5,0,4,2,6,2,5,4,3,0,3,0,0,1,1,0,0,0,0,0,33.6
20,47,1938,1,0,1,3,2,2,4,6,4,5,5,4,6,4,12,2,5,1,1,3,0,2,2,1,0,1,1,0,0,0,0,0,0,84.6
20,48,1936,3,5,6,3,4,7,3,10,7,6,6,1,3,1,1,0,3,1,1,3,0,0,0,0,4,2,0,0,0,0,0,0,0,11.4
20,49,1988,1,2,0,4,1,3,2,0,1,0,1,0,1,0,2,0,1,0,1,1,1,1,1,0,0,1,1,0,2,0,0,0,0,48.0
20,50,1956,0,3,0,2,2,2,0,6,3,3,2,2,3,2,0,3,2,1,5,2,5,1,3,2,2,3,0,1,0,0,0,0,0,54.0
20,51,1990,1,2,0,0,1,0,1,2,0,2,1,4,1,3,3,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,30.4
21,13,1918,8,12,7,18,9,19,8,10,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2
21,15,1920,2,8,1,5,4,6,1,5,6,1,11,4,1,6,6,4,5,0,3,2,2,1,7,0,2,2,1,0,0,0,0,0,0,70.2
21,16,1854,3,1,7,11,10,14,8,19,12,14,16,11,10,5,1,1,3,3,1,0,2,1,0,3,5,1,0,0,0,0,0,0,0,108.6
21,17,1932,5,11,4,14,9,6,7,6,3,3,4,0,5,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.2
21,18,1971,3,0,2,3,4,3,4,4,8,2,1,1,0,0,2,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,28.2
21,19,1983,1,0,2,3,0,3,2,4,4,1,1,1,1,1,0,1,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,18.0
21,20,1931,6,5,4,8,6,11,7,4,4,4,6,0,2,3,5,4,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,56.6
21,21,1846,6,12,14,8,10,13,15,15,8,8,1,5,2,6,12,7,3,3,1,1,2,0,6,2,3,6,1,0,0,0,0,0,0,101.2
21,22,1844,12,5,5,5,10,8,8,15,9,15,13,16,9,15,7,7,2,0,0,0,1,1,0,0,2,3,2,2,0,0,0,0,0,91.5
21,23,1994,2,3,2,0,0,1,0,3,4,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
21,24,1904,4,1,5,4,8,5,6,11,3,10,9,7,5,5,2,6,3,0,0,2,0,2,0,2,2,7,0,3,0,0,0,0,0,98.0
21,26,1930,5,8,9,7,2,5,5,4,9,6,8,4,3,1,4,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,23.8
21,28,1863,2,19,14,21,7,7,9,4,11,9,6,10,4,5,2,7,2,2,0,1,1,1,0,1,0,4,4,0,0,0,0,0,0,77.4
21,29,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
21,31,1978,11,6,4,1,0,4,1,2,2,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5
21,32,1880,8,7,11,12,8,14,11,6,5,5,6,5,2,1,6,4,2,1,5,2,4,0,4,0,0,3,0,3,1,0,0,0,0,101.7
21,33,1867,11,11,5,10,8,9,14,12,11,12,6,11,8,8,2,2,1,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,30.0
21,35,1980,10,13,2,2,2,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
21,36,1892,9,10,13,8,7,9,9,4,6,5,10,5,0,4,4,2,2,5,2,0,0,0,2,2,3,1,0,2,0,0,0,0,0,68.0
21,37,1900,10,9,9,11,9,8,5,3,11,7,4,3,7,1,6,5,3,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,35.5
21,38,1845,13,8,23,5,12,9,13,14,7,10,13,12,8,4,8,3,0,0,0,0,0,5,1,1,1,1,0,0,0,0,0,0,0,39.3
21,39,1887,5,6,9,10,10,8,8,10,8,5,7,1,5,1,1,4,2,5,2,0,2,0,2,8,6,1,1,0,2,0,0,0,0,82.2
21,41,1861,7,5,3,8,4,6,4,8,17,9,14,8,11,9,12,5,4,3,0,0,4,0,3,2,3,3,1,2,0,0,0,0,0,74.8
21,44,1845,4,8,16,11,14,10,10,12,15,8,11,6,8,5,5,3,2,4,1,1,5,1,4,0,3,1,1,0,2,0,0,0,0,153.2
21,45,1683,14,7,18,20,26,13,23,19,17,24,29,17,22,15,13,5,4,1,4,1,4,5,7,5,6,5,5,3,1,0,0,0,0,221.8
21,46,1837,9,4,13,4,13,9,7,7,11,9,5,7,12,3,7,10,4,4,4,3,6,4,6,6,6,2,1,0,1,2,0,0,0,190.0
21,47,1904,9,4,18,7,10,8,5,5,4,11,7,4,5,2,5,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,49.0
21,48,1896,2,7,7,9,15,11,14,16,10,8,7,7,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
21,49,1909,14,5,5,6,12,8,5,7,9,5,6,4,1,5,1,1,0,3,0,2,0,2,1,2,2,1,0,0,0,0,0,0,0,86.2
21,50,1826,9,25,4,8,11,19,13,6,15,18,9,7,5,5,4,6,3,1,3,2,8,1,1,2,2,2,0,1,0,0,0,0,0,126.8
21,51,1947,0,4,6,3,2,4,4,9,1,3,1,6,2,5,0,6,0,1,3,1,2,1,0,4,0,1,0,0,0,0,0,0,0,42.4
22,13,1915,6,8,6,4,5,9,8,10,5,9,7,7,6,1,0,0,1,2,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,66.6
22,15,1898,3,4,3,3,8,10,11,7,5,9,10,5,9,2,6,4,3,2,0,0,0,3,2,1,2,3,2,1,0,0,0,0,0,13.0
22,16,1863,10,3,6,6,7,23,4,5,7,8,14,17,7,8,7,2,2,2,1,0,0,1,2,0,1,4,5,0,1,0,0,0,0,45.2
22,17,1909,6,2,8,7,3,8,5,4,2,5,3,7,6,2,4,3,0,1,2,4,2,4,2,4,3,2,2,2,3,1,0,0,0,98.2
22,18,2006,0,1,2,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2
22,19,1960,2,7,6,2,13,4,6,3,3,2,0,2,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,8.2
22,20,1940,2,5,1,0,4,6,4,9,8,6,4,2,1,2,2,2,2,0,0,2,0,5,1,4,3,1,0,0,0,0,0,0,0,53.4
22,21,1811,5,7,12,8,8,14,22,18,17,12,14,11,12,14,6,7,2,4,0,0,1,4,1,2,0,1,3,0,0,0,0,0,0,55.0
22,22,1878,3,4,10,9,8,13,9,7,3,16,7,11,7,9,5,8,1,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,89.8
22,23,1986,0,0,0,2,4,1,2,0,0,2,0,5,0,3,4,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.2
22,24,1915,4,3,6,9,1,12,10,4,7,7,3,8,2,2,5,3,0,2,0,0,1,1,1,2,0,1,3,4,0,0,0,0,0,45.2
22,26,1969,2,3,3,3,1,3,2,2,0,5,3,3,5,0,5,0,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,40.2
22,28,1876,11,2,11,15,15,15,10,5,9,8,5,7,8,5,3,2,1,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,47.4
22,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,31,1978,0,1,2,4,4,1,3,3,8,3,0,2,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.2
22,32,1891,4,10,8,13,6,9,12,4,8,8,4,5,3,10,4,1,1,0,3,0,2,1,0,1,3,2,3,0,0,0,0,0,0,11.6
22,33,1883,9,3,8,4,9,4,7,8,14,11,13,7,9,3,3,4,1,4,1,0,1,4,1,1,2,2,0,0,0,0,0,0,0,51.6
22,35,1992,2,2,2,1,6,4,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
22,36,1884,7,0,7,13,13,6,12,5,8,8,2,3,7,4,13,4,3,0,0,5,0,3,2,3,0,0,2,0,2,0,0,0,0,60.6
22,37,1888,5,3,4,7,8,15,9,5,7,8,4,7,4,4,7,3,5,6,3,3,0,2,3,1,1,4,0,0,0,0,0,0,0,45.4
22,38,1844,2,5,9,8,12,9,23,9,20,15,16,5,6,7,11,5,2,0,0,2,2,0,2,1,0,0,0,1,0,0,0,0,0,40.6
22,39,1902,5,5,15,10,12,6,10,5,5,6,6,3,1,4,2,2,0,1,4,4,1,2,0,0,4,1,0,0,0,0,0,0,0,10.4
22,41,1856,9,4,15,8,6,9,12,8,13,14,16,9,9,8,7,5,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,95.0
22,44,1819,13,11,16,23,10,23,10,9,9,5,11,5,11,11,6,6,4,3,4,0,1,3,0,0,0,2,1,0,0,0,0,0,0,12.8
22,45,1707,13,9,15,18,18,22,15,19,31,23,12,13,16,7,14,11,12,8,2,5,0,4,5,3,4,6,4,0,0,0,0,0,0,139.4
22,46,1860,8,0,6,6,7,10,6,15,11,4,10,3,9,7,9,9,8,2,2,3,7,2,6,1,2,0,1,0,0,2,0,0,0,128.0
22,47,1865,3,8,3,3,8,8,8,41,10,6,4,10,1,7,3,3,2,4,3,5,2,3,2,2,1,1,0,0,0,0,0,0,0,51.6
22,48,1925,2,4,8,4,6,6,12,5,12,4,9,4,5,1,4,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,18.4
22,49,1940,1,8,6,13,4,2,7,5,6,1,2,1,1,0,1,1,3,0,0,1,0,0,2,0,1,3,1,3,0,2,1,0,0,79.4
22,50,1876,2,2,8,7,7,9,7,8,12,11,7,4,8,6,3,5,5,6,2,1,5,5,3,0,2,2,3,0,0,0,0,0,0,157.4
22,51,1969,2,0,4,2,3,3,4,2,1,3,2,2,5,3,2,2,1,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,53.2
23,13,1994,0,0,2,0,4,1,1,5,1,0,0,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6
23,15,2012,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
23,16,1994,0,2,1,2,0,0,2,0,1,3,3,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2
23,17,2004,0,0,0,1,0,1,1,0,3,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2
23,18,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2
23,19,2003,0,2,3,1,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2
